Fish ID,Fish Species,Age (Weeks),Current Weight (kg),Feed Type,Feed Consumption (g/day),Water Temperature (°C),Dissolved Oxygen (mg/L),Water pH,Stocking Density (fish/m³),Market Price (₹/kg),Expected Harvest Week,Estimated Final Weight (kg)
6,Tilapia,37,3.12,Medium Protein,45.91,27.64,5.56,7.16,21,222.07,49,4.08
6,Tilapia,38,3.2,High Protein,46.18,23.03,7.65,7.84,26,279.12,44,3.68
6,Tilapia,39,3.28,Medium Protein,51.86,22.83,5.68,8.12,20,289.84,43,3.6
6,Tilapia,40,3.36,Medium Protein,52.63,27.27,7.79,7.36,8,224.66,46,3.84
6,Tilapia,41,3.44,Medium Protein,54.32,25.08,7.68,8.18,9,305.33,48,4.0
6,Tilapia,42,3.52,High Protein,50.71,21.39,5.59,8.49,14,272.53,44,3.68
6,Tilapia,43,3.6,Low Protein,49.44,25.46,6.59,7.99,5,242.56,45,3.76
6,Tilapia,44,3.68,High Protein,49.2,26.63,7.15,7.38,28,384.9,48,4.0
6,Tilapia,45,3.76,High Protein,47.94,24.91,4.72,7.43,23,326.64,47,3.92
6,Tilapia,46,3.84,Low Protein,55.67,26.24,6.12,7.95,16,343.3,48,4.0
6,Tilapia,47,3.92,High Protein,51.53,23.65,4.41,8.4,8,322.12,45,3.92
6,Tilapia,48,4.0,Low Protein,56.07,28.78,6.01,7.28,7,216.93,45,4.0
6,Tilapia,49,4.08,High Protein,59.97,22.4,4.51,7.09,28,371.35,49,4.08
6,Tilapia,50,4.16,Low Protein,61.1,22.81,7.1,6.64,16,345.43,42,4.16
6,Tilapia,51,4.24,Medium Protein,52.44,27.74,6.46,7.08,14,229.14,49,4.24
6,Tilapia,52,4.32,High Protein,56.37,20.58,6.59,6.96,8,397.16,50,4.32
7,Catfish,1,0.22,High Protein,20.57,29.87,4.98,7.59,27,255.75,16,1.72
7,Catfish,2,0.32,High Protein,18.56,26.29,6.43,7.89,19,339.78,27,2.82
7,Catfish,3,0.42,High Protein,22.28,28.07,7.0,7.74,6,208.13,22,2.32
7,Catfish,4,0.52,Medium Protein,23.73,25.84,5.24,6.64,11,250.98,24,2.52
7,Catfish,5,0.62,High Protein,20.63,27.86,7.79,7.89,27,228.65,11,1.22
7,Catfish,6,0.72,Medium Protein,20.79,24.34,5.51,8.06,15,396.68,22,2.32
7,Catfish,7,0.82,Medium Protein,22.75,25.77,5.44,7.47,18,390.41,32,3.32
7,Catfish,8,0.92,Medium Protein,25.73,26.62,5.54,7.93,24,394.29,23,2.42
7,Catfish,9,1.02,Medium Protein,23.87,29.02,7.61,7.99,6,240.2,49,5.02
7,Catfish,10,1.12,Low Protein,28.95,20.35,5.23,7.11,8,204.51,16,1.72
7,Catfish,11,1.22,Low Protein,31.24,21.09,6.45,6.53,14,324.08,38,3.92
7,Catfish,12,1.32,High Protein,26.02,26.91,5.06,7.04,6,302.05,42,4.32
7,Catfish,13,1.42,Low Protein,33.85,23.44,7.1,6.63,24,379.79,49,5.02
7,Catfish,14,1.52,Low Protein,31.43,26.78,7.95,7.02,13,265.32,31,3.22
7,Catfish,15,1.62,High Protein,34.98,22.28,7.9,7.12,12,313.58,29,3.02
7,Catfish,16,1.72,High Protein,28.24,26.28,4.47,7.06,10,332.6,46,4.72
7,Catfish,17,1.82,High Protein,30.71,24.78,7.25,8.44,18,298.64,36,3.72
7,Catfish,18,1.92,Low Protein,32.41,21.23,6.59,6.68,5,349.96,50,5.12
7,Catfish,19,2.02,Low Protein,33.23,29.29,7.03,7.66,24,264.88,32,3.32
7,Catfish,20,2.12,High Protein,32.92,27.92,5.53,7.68,23,344.57,35,3.62
7,Catfish,21,2.22,Medium Protein,40.88,27.81,5.39,7.1,12,351.76,47,4.82
7,Catfish,22,2.32,High Protein,37.39,26.97,5.74,8.1,20,285.94,29,3.02
7,Catfish,23,2.42,Medium Protein,43.83,20.21,7.99,6.85,22,303.25,40,4.12
7,Catfish,24,2.52,Medium Protein,41.03,25.05,4.65,6.88,8,241.69,30,3.12
7,Catfish,25,2.62,High Protein,37.58,27.51,7.68,7.54,18,309.5,41,4.22
7,Catfish,26,2.72,High Protein,42.66,22.17,6.15,7.74,22,240.22,34,3.52
7,Catfish,27,2.82,High Protein,48.14,26.15,6.64,6.76,26,258.75,44,4.52
7,Catfish,28,2.92,Low Protein,44.85,29.29,4.35,7.43,11,339.12,41,4.22
7,Catfish,29,3.02,Medium Protein,40.22,27.53,7.31,7.25,17,210.8,36,3.72
7,Catfish,30,3.12,Low Protein,50.53,25.48,4.36,8.12,7,311.38,47,4.82
7,Catfish,31,3.22,Low Protein,44.55,23.1,6.74,6.98,23,337.45,40,4.12
7,Catfish,32,3.32,High Protein,50.09,26.37,6.55,6.92,19,222.26,51,5.22
7,Catfish,33,3.42,Low Protein,49.35,27.14,7.96,8.45,6,255.65,45,4.62
7,Catfish,34,3.52,High Protein,48.45,26.38,7.51,7.69,24,392.96,45,4.62
7,Catfish,35,3.62,Medium Protein,49.03,27.55,5.54,7.49,13,382.57,51,5.22
7,Catfish,36,3.72,High Protein,56.49,22.79,7.62,6.92,7,237.99,47,4.82
7,Catfish,37,3.82,Low Protein,57.32,25.08,4.31,8.17,18,204.77,45,4.62
7,Catfish,38,3.92,Low Protein,54.33,25.49,5.09,6.69,17,315.62,40,4.12
7,Catfish,39,4.02,High Protein,52.78,20.9,7.72,6.73,9,351.96,42,4.32
7,Catfish,40,4.12,High Protein,52.22,21.77,6.12,7.11,10,295.55,51,5.22
7,Catfish,41,4.22,Low Protein,53.77,23.07,5.21,7.47,16,317.54,43,4.42
7,Catfish,42,4.32,Medium Protein,58.42,20.48,4.75,8.4,23,264.95,51,5.22
7,Catfish,43,4.42,Medium Protein,57.28,22.34,5.63,8.41,15,362.89,44,4.52
7,Catfish,44,4.52,High Protein,55.62,25.22,7.71,6.77,17,384.15,42,4.52
7,Catfish,45,4.62,Medium Protein,60.75,25.42,7.73,7.34,15,274.3,42,4.62
7,Catfish,46,4.72,Low Protein,64.66,22.49,6.48,7.15,27,217.12,45,4.72
7,Catfish,47,4.82,High Protein,67.12,29.46,4.36,6.78,6,330.03,45,4.82
7,Catfish,48,4.92,Low Protein,65.05,24.67,5.71,7.72,10,361.35,45,4.92
7,Catfish,49,5.02,Low Protein,67.43,26.37,6.23,7.8,27,386.73,45,5.02
7,Catfish,50,5.12,Medium Protein,64.84,20.3,6.96,7.2,25,213.0,42,5.12
7,Catfish,51,5.22,High Protein,67.16,23.99,7.65,7.38,11,328.65,46,5.22
7,Catfish,52,5.32,High Protein,70.5,25.42,7.98,8.07,24,303.44,49,5.32
8,Salmon,1,0.57,Medium Protein,22.98,23.12,5.65,6.61,9,437.26,42,5.49
8,Salmon,2,0.69,Low Protein,21.15,21.71,7.54,8.36,15,489.59,32,4.29
8,Salmon,3,0.81,Low Protein,23.54,22.01,7.31,8.26,25,465.93,41,5.37
8,Salmon,4,0.93,Low Protein,28.54,24.67,6.33,6.95,7,431.62,19,2.73
8,Salmon,5,1.05,Low Protein,26.82,20.71,6.27,7.37,13,472.93,41,5.37
8,Salmon,6,1.17,High Protein,28.13,22.34,7.93,6.82,18,479.82,24,3.33
8,Salmon,7,1.29,High Protein,30.75,27.2,5.5,6.97,23,356.55,39,5.13
8,Salmon,8,1.41,Medium Protein,25.25,22.15,5.75,7.95,13,319.83,40,5.25
8,Salmon,9,1.53,Medium Protein,30.53,21.17,6.01,8.02,19,372.1,49,6.33
8,Salmon,10,1.65,High Protein,36.09,20.84,6.87,7.96,14,302.86,19,2.73
8,Salmon,11,1.77,High Protein,31.32,29.89,6.1,6.64,13,376.55,34,4.53
8,Salmon,12,1.89,Low Protein,31.85,20.87,6.4,6.75,5,358.33,21,2.97
8,Salmon,13,2.01,Low Protein,36.11,24.33,5.53,7.8,13,421.15,51,6.57
8,Salmon,14,2.13,Medium Protein,33.51,25.11,4.25,7.58,23,411.22,27,3.69
8,Salmon,15,2.25,High Protein,38.06,29.65,6.43,7.31,11,371.83,20,2.85
8,Salmon,16,2.37,Medium Protein,35.26,28.91,6.48,7.84,28,324.91,50,6.45
8,Salmon,17,2.49,High Protein,40.7,22.38,5.23,8.3,22,492.4,29,3.93
8,Salmon,18,2.61,Low Protein,42.12,20.85,6.48,6.97,15,493.65,39,5.13
8,Salmon,19,2.73,Medium Protein,41.48,24.38,6.47,8.02,24,332.69,36,4.77
8,Salmon,20,2.85,Medium Protein,42.33,21.01,5.44,6.96,28,371.66,32,4.29
8,Salmon,21,2.97,High Protein,42.15,28.71,6.92,7.22,7,391.22,44,5.73
8,Salmon,22,3.09,Low Protein,44.21,27.04,6.36,7.9,21,410.83,27,3.69
8,Salmon,23,3.21,Medium Protein,47.08,29.44,4.41,8.35,26,370.05,30,4.05
8,Salmon,24,3.33,Low Protein,45.78,25.69,5.88,8.27,26,474.68,33,4.41
8,Salmon,25,3.45,Medium Protein,52.33,23.64,7.51,6.87,6,384.23,45,5.85
8,Salmon,26,3.57,Low Protein,52.79,25.01,7.06,7.17,9,328.11,48,6.21
8,Salmon,27,3.69,High Protein,49.59,21.61,4.57,7.0,26,385.88,41,5.37
8,Salmon,28,3.81,Medium Protein,49.07,24.63,7.81,6.8,9,485.98,37,4.89
8,Salmon,29,3.93,Medium Protein,49.3,29.99,5.0,6.64,7,348.31,51,6.57
8,Salmon,30,4.05,Low Protein,56.47,26.91,5.39,7.96,17,438.4,42,5.49
8,Salmon,31,4.17,Low Protein,53.81,20.62,4.82,7.03,6,474.67,45,5.85
8,Salmon,32,4.29,Medium Protein,53.03,27.26,6.92,7.51,15,355.15,43,5.61
8,Salmon,33,4.41,High Protein,57.69,21.01,6.23,6.83,12,355.47,43,5.61
8,Salmon,34,4.53,Low Protein,64.92,23.91,6.29,8.27,9,345.48,44,5.73
8,Salmon,35,4.65,Low Protein,63.4,27.86,6.77,6.53,25,470.16,40,5.25
8,Salmon,36,4.77,Low Protein,66.28,21.28,6.35,7.18,9,467.82,44,5.73
8,Salmon,37,4.89,Medium Protein,60.35,22.93,5.36,8.21,13,342.73,45,5.85
8,Salmon,38,5.01,Medium Protein,60.83,21.95,7.7,7.24,5,384.8,46,5.97
8,Salmon,39,5.13,Medium Protein,61.42,28.7,6.31,8.13,19,306.64,42,5.49
8,Salmon,40,5.25,Medium Protein,72.06,21.48,6.92,6.68,16,359.16,46,5.97
8,Salmon,41,5.37,High Protein,66.7,25.36,4.62,6.92,17,340.89,50,6.45
8,Salmon,42,5.49,High Protein,69.5,22.75,5.45,7.58,23,394.75,48,6.21
8,Salmon,43,5.61,Medium Protein,70.05,25.07,7.1,8.13,28,440.11,47,6.09
8,Salmon,44,5.73,High Protein,74.6,21.67,5.35,6.79,24,467.29,47,6.09
8,Salmon,45,5.85,Low Protein,71.6,27.58,6.9,8.08,21,457.61,43,5.85
8,Salmon,46,5.97,Low Protein,75.05,26.43,5.96,8.36,18,416.25,41,5.97
8,Salmon,47,6.09,Low Protein,80.86,20.43,7.19,6.53,26,475.16,42,6.09
8,Salmon,48,6.21,Medium Protein,76.54,29.48,6.96,6.97,21,479.4,42,6.21
8,Salmon,49,6.33,Low Protein,78.81,28.93,5.01,6.74,20,412.01,50,6.45
8,Salmon,50,6.45,High Protein,79.53,22.98,4.6,6.75,13,412.29,48,6.45
8,Salmon,51,6.57,Medium Protein,83.73,22.92,5.47,8.03,10,391.11,46,6.57
8,Salmon,52,6.69,High Protein,79.57,24.99,5.05,6.86,16,467.86,41,6.69
9,Tilapia,1,0.42,Low Protein,15.9,26.19,5.41,7.32,28,278.52,44,3.86
9,Tilapia,2,0.5,Low Protein,22.54,22.91,4.27,7.97,28,329.75,7,0.9
9,Tilapia,3,0.58,Low Protein,19.96,27.95,5.82,6.55,23,242.85,48,4.18
9,Tilapia,4,0.66,Medium Protein,25.74,20.78,6.67,8.45,7,325.23,34,3.06
9,Tilapia,5,0.74,High Protein,23.84,23.98,5.39,6.91,19,371.52,46,4.02
9,Tilapia,6,0.82,Medium Protein,23.84,25.56,6.73,7.94,10,315.31,21,2.02
9,Tilapia,7,0.9,Medium Protein,19.7,28.0,6.67,8.39,27,243.23,13,1.38
9,Tilapia,8,0.98,Low Protein,27.1,28.72,4.29,7.79,17,322.71,20,1.94
9,Tilapia,9,1.06,Medium Protein,27.46,22.44,7.26,7.8,13,329.95,49,4.26
9,Tilapia,10,1.14,Medium Protein,27.8,22.41,4.44,6.98,22,219.02,38,3.38
9,Tilapia,11,1.22,Low Protein,24.88,23.68,6.03,7.81,15,251.51,50,4.34
9,Tilapia,12,1.3,Medium Protein,32.47,24.28,7.56,6.93,23,352.95,49,4.26
9,Tilapia,13,1.38,Low Protein,27.02,28.48,7.66,6.82,24,221.13,40,3.54
9,Tilapia,14,1.46,Low Protein,26.12,20.08,5.6,7.91,28,327.61,40,3.54
9,Tilapia,15,1.54,Low Protein,35.27,26.85,4.0,7.86,8,396.8,45,3.94
9,Tilapia,16,1.62,Low Protein,33.66,22.2,6.28,6.91,27,289.6,45,3.94
9,Tilapia,17,1.7,Medium Protein,31.15,28.82,7.99,7.57,12,281.34,50,4.34
9,Tilapia,18,1.78,Low Protein,37.16,23.17,6.68,7.19,7,295.61,35,3.14
9,Tilapia,19,1.86,Low Protein,29.51,25.38,4.84,7.76,6,331.65,38,3.38
9,Tilapia,20,1.94,Medium Protein,30.28,23.29,6.16,8.23,7,325.9,39,3.46
9,Tilapia,21,2.02,Medium Protein,37.02,24.25,6.23,7.13,14,265.42,44,3.86
9,Tilapia,22,2.1,High Protein,32.78,25.22,7.03,7.59,14,307.23,37,3.3
9,Tilapia,23,2.18,Medium Protein,40.97,27.48,7.39,8.19,16,313.46,51,4.42
9,Tilapia,24,2.26,Medium Protein,41.0,21.21,7.38,8.48,7,263.21,36,3.22
9,Tilapia,25,2.34,High Protein,36.46,23.52,7.45,7.02,9,308.42,50,4.34
9,Tilapia,26,2.42,Medium Protein,43.09,26.4,7.57,6.77,7,256.64,35,3.14
9,Tilapia,27,2.5,Medium Protein,35.43,25.89,5.49,7.28,8,371.93,43,3.78
9,Tilapia,28,2.58,Medium Protein,41.29,27.81,5.52,6.96,14,248.63,44,3.86
9,Tilapia,29,2.66,Medium Protein,45.96,28.89,5.85,6.88,5,288.07,39,3.46
9,Tilapia,30,2.74,High Protein,45.95,20.94,6.84,7.6,21,336.31,41,3.62
9,Tilapia,31,2.82,Medium Protein,41.76,27.14,4.09,6.8,11,249.24,50,4.34
9,Tilapia,32,2.9,Medium Protein,40.83,22.84,5.59,7.1,9,216.39,46,4.02
9,Tilapia,33,2.98,High Protein,41.91,24.81,4.33,7.03,11,356.17,42,3.7
9,Tilapia,34,3.06,Low Protein,45.75,26.28,6.62,7.69,14,362.22,46,4.02
9,Tilapia,35,3.14,High Protein,47.37,21.51,5.21,7.08,14,360.7,49,4.26
9,Tilapia,36,3.22,Low Protein,42.53,23.47,4.26,8.36,20,286.75,48,4.18
9,Tilapia,37,3.3,High Protein,47.14,29.76,4.44,8.45,17,216.26,47,4.1
9,Tilapia,38,3.38,High Protein,52.1,21.36,7.59,8.17,22,246.31,49,4.26
9,Tilapia,39,3.46,Medium Protein,49.04,20.83,7.4,6.78,13,399.77,42,3.7
9,Tilapia,40,3.54,Low Protein,47.09,28.37,7.01,6.63,21,220.46,50,4.34
9,Tilapia,41,3.62,Medium Protein,55.75,24.31,5.12,7.75,14,295.71,51,4.42
9,Tilapia,42,3.7,Low Protein,49.66,26.75,5.99,7.8,13,294.3,44,3.86
9,Tilapia,43,3.78,High Protein,55.78,23.06,7.77,7.32,12,369.18,45,3.94
9,Tilapia,44,3.86,High Protein,50.54,21.98,7.49,6.75,17,215.99,49,4.26
9,Tilapia,45,3.94,Low Protein,53.63,22.12,6.79,7.04,21,288.48,51,4.42
9,Tilapia,46,4.02,Medium Protein,55.1,21.96,7.18,7.48,11,210.51,50,4.34
9,Tilapia,47,4.1,Medium Protein,56.01,22.47,4.08,7.61,29,374.39,41,4.1
9,Tilapia,48,4.18,Medium Protein,56.96,22.21,6.91,6.68,29,261.28,44,4.18
9,Tilapia,49,4.26,Medium Protein,54.85,28.14,5.92,7.33,18,341.5,49,4.26
9,Tilapia,50,4.34,High Protein,58.56,25.33,4.76,6.69,28,341.07,42,4.34
9,Tilapia,51,4.42,High Protein,59.02,22.97,7.83,6.57,6,211.82,40,4.42
9,Tilapia,52,4.5,High Protein,57.09,23.45,7.48,7.21,26,282.66,46,4.5
10,Catfish,1,0.48,High Protein,24.68,29.58,7.37,8.09,24,252.75,18,2.18
10,Catfish,2,0.58,High Protein,24.46,21.84,5.64,8.22,26,335.59,15,1.88
10,Catfish,3,0.68,Medium Protein,25.68,28.87,4.89,7.84,19,312.83,48,5.18
10,Catfish,4,0.78,Medium Protein,24.66,27.37,6.61,6.85,21,292.95,10,1.38
10,Catfish,5,0.88,Medium Protein,20.4,26.13,6.0,7.79,27,316.61,34,3.78
10,Catfish,6,0.98,Medium Protein,25.48,26.24,6.7,7.8,29,206.17,27,3.08
10,Catfish,7,1.08,High Protein,29.01,24.23,5.65,8.22,17,379.47,47,5.08
10,Catfish,8,1.18,High Protein,22.19,24.39,7.7,8.47,23,396.7,21,2.48
10,Catfish,9,1.28,High Protein,27.76,27.96,7.83,7.71,26,352.92,27,3.08
10,Catfish,10,1.38,Low Protein,27.76,28.11,7.18,7.67,23,376.27,51,5.48
10,Catfish,11,1.48,Medium Protein,26.92,25.71,5.2,7.37,9,320.75,26,2.98
10,Catfish,12,1.58,Medium Protein,29.58,27.69,4.65,6.51,25,387.81,43,4.68
10,Catfish,13,1.68,High Protein,36.63,28.1,5.75,7.3,13,303.47,38,4.18
10,Catfish,14,1.78,Medium Protein,35.03,23.32,5.77,7.76,18,290.5,25,2.88
10,Catfish,15,1.88,Medium Protein,31.8,26.23,7.3,7.81,18,265.58,42,4.58
10,Catfish,16,1.98,High Protein,35.85,24.36,4.08,6.62,16,279.76,32,3.58
10,Catfish,17,2.08,Low Protein,33.27,20.98,4.36,6.73,17,259.88,49,5.28
10,Catfish,18,2.18,Low Protein,37.91,26.48,5.35,7.65,25,207.59,51,5.48
10,Catfish,19,2.28,Low Protein,41.76,25.87,4.49,6.52,27,236.76,38,4.18
10,Catfish,20,2.38,High Protein,39.37,21.03,5.53,7.72,20,291.29,50,5.38
10,Catfish,21,2.48,Medium Protein,42.13,20.71,4.85,8.23,28,288.22,43,4.68
10,Catfish,22,2.58,High Protein,40.33,22.5,7.93,7.09,19,335.81,29,3.28
10,Catfish,23,2.68,High Protein,42.04,28.33,6.08,7.15,26,207.41,49,5.28
10,Catfish,24,2.78,Medium Protein,44.75,20.64,6.52,8.15,8,317.59,30,3.38
10,Catfish,25,2.88,Low Protein,46.92,24.6,7.28,8.32,26,346.98,44,4.78
10,Catfish,26,2.98,Low Protein,46.39,21.79,6.05,7.2,21,239.84,38,4.18
10,Catfish,27,3.08,High Protein,50.57,22.54,5.79,7.08,8,384.15,45,4.88
10,Catfish,28,3.18,Low Protein,50.0,27.7,6.35,7.46,8,281.58,35,3.88
10,Catfish,29,3.28,High Protein,50.57,28.51,4.62,6.63,20,260.93,51,5.48
10,Catfish,30,3.38,High Protein,52.25,25.8,7.25,7.26,16,290.38,45,4.88
10,Catfish,31,3.48,Medium Protein,47.61,28.63,6.54,8.04,15,357.66,48,5.18
10,Catfish,32,3.58,Medium Protein,50.12,28.57,7.74,7.44,25,299.89,49,5.28
10,Catfish,33,3.68,Medium Protein,52.44,22.22,7.0,8.38,5,236.72,41,4.48
10,Catfish,34,3.78,High Protein,52.42,26.45,5.16,8.18,21,349.55,51,5.48
10,Catfish,35,3.88,Medium Protein,57.27,27.78,7.29,6.9,8,313.9,46,4.98
10,Catfish,36,3.98,Low Protein,50.07,25.61,4.39,8.1,13,359.01,44,4.78
10,Catfish,37,4.08,Low Protein,52.89,28.06,4.47,6.73,9,348.99,43,4.68
10,Catfish,38,4.18,High Protein,60.62,26.29,7.6,7.45,25,392.73,50,5.38
10,Catfish,39,4.28,High Protein,53.39,22.84,4.62,7.22,7,344.6,49,5.28
10,Catfish,40,4.38,Medium Protein,56.07,26.86,4.35,8.18,12,215.34,47,5.08
10,Catfish,41,4.48,High Protein,58.31,25.88,7.9,7.83,14,398.91,49,5.28
10,Catfish,42,4.58,High Protein,63.31,26.25,5.65,7.81,19,296.34,40,4.58
10,Catfish,43,4.68,Low Protein,62.4,20.95,6.98,7.75,10,295.63,45,4.88
10,Catfish,44,4.78,Low Protein,67.35,21.26,6.99,8.06,14,362.06,51,5.48
10,Catfish,45,4.88,Medium Protein,61.08,28.15,5.12,6.61,24,250.43,41,4.88
10,Catfish,46,4.98,High Protein,68.52,24.31,4.4,8.05,17,369.08,47,5.08
10,Catfish,47,5.08,High Protein,63.63,22.15,4.64,8.37,12,330.87,51,5.48
10,Catfish,48,5.18,Low Protein,64.25,20.93,5.6,8.13,17,216.77,46,5.18
10,Catfish,49,5.28,High Protein,67.78,22.63,7.83,8.07,16,396.94,48,5.28
10,Catfish,50,5.38,Low Protein,64.51,22.95,5.53,8.05,13,371.98,40,5.38
10,Catfish,51,5.48,Medium Protein,68.64,29.83,7.59,6.79,22,348.31,41,5.48
10,Catfish,52,5.58,Low Protein,69.36,28.35,7.23,7.75,12,345.24,49,5.58
11,Tilapia,1,0.19,High Protein,13.5,20.78,6.15,7.65,10,352.33,16,1.39
11,Tilapia,2,0.27,Medium Protein,21.31,27.48,4.44,7.25,15,217.65,14,1.23
11,Tilapia,3,0.35,Low Protein,17.36,25.64,6.89,6.75,21,274.89,21,1.79
11,Tilapia,4,0.43,Low Protein,24.12,22.28,6.77,7.57,23,398.94,38,3.15
11,Tilapia,5,0.51,Medium Protein,24.1,27.47,5.85,8.46,25,336.45,13,1.15
11,Tilapia,6,0.59,Medium Protein,17.85,20.3,5.9,7.74,15,311.57,21,1.79
11,Tilapia,7,0.67,Low Protein,21.75,27.32,4.18,7.08,29,245.2,20,1.71
11,Tilapia,8,0.75,High Protein,23.52,28.95,5.45,7.07,5,336.46,37,3.07
11,Tilapia,9,0.83,Low Protein,26.49,28.83,5.72,6.78,19,376.12,37,3.07
11,Tilapia,10,0.91,Medium Protein,27.96,27.72,4.7,8.15,21,351.36,39,3.23
11,Tilapia,11,0.99,Low Protein,26.14,29.35,4.81,6.55,17,365.98,17,1.47
11,Tilapia,12,1.07,Medium Protein,21.05,27.07,5.07,7.3,12,205.41,30,2.51
11,Tilapia,13,1.15,Medium Protein,26.31,26.87,6.04,7.33,19,253.14,51,4.19
11,Tilapia,14,1.23,High Protein,31.15,20.26,4.3,6.96,11,389.47,40,3.31
11,Tilapia,15,1.31,Medium Protein,30.24,21.74,5.96,7.73,6,368.29,22,1.87
11,Tilapia,16,1.39,Medium Protein,32.6,27.81,5.44,7.08,26,205.5,40,3.31
11,Tilapia,17,1.47,High Protein,31.44,29.98,6.06,8.49,22,235.57,41,3.39
11,Tilapia,18,1.55,Medium Protein,25.94,27.2,6.21,8.36,24,269.63,46,3.79
11,Tilapia,19,1.63,High Protein,35.98,25.8,7.33,7.21,7,365.85,30,2.51
11,Tilapia,20,1.71,High Protein,36.28,21.83,5.47,7.06,11,211.06,40,3.31
11,Tilapia,21,1.79,Medium Protein,29.17,29.48,7.32,7.67,5,333.87,45,3.71
11,Tilapia,22,1.87,Medium Protein,29.83,26.5,4.36,6.9,14,248.49,33,2.75
11,Tilapia,23,1.95,Low Protein,34.89,24.89,4.1,7.91,24,357.88,34,2.83
11,Tilapia,24,2.03,High Protein,37.87,28.61,4.73,7.87,20,277.38,29,2.43
11,Tilapia,25,2.11,Low Protein,34.92,29.53,6.23,7.93,22,234.73,44,3.63
11,Tilapia,26,2.19,Medium Protein,33.26,23.71,7.15,6.64,20,269.97,36,2.99
11,Tilapia,27,2.27,Low Protein,37.81,25.16,7.86,6.52,28,395.62,41,3.39
11,Tilapia,28,2.35,High Protein,36.88,21.15,5.07,8.1,20,346.83,48,3.95
11,Tilapia,29,2.43,Low Protein,37.82,29.6,5.32,6.76,7,395.2,47,3.87
11,Tilapia,30,2.51,High Protein,41.55,21.21,5.01,7.99,27,218.18,35,2.91
11,Tilapia,31,2.59,Medium Protein,44.76,29.29,5.25,6.86,20,238.6,47,3.87
11,Tilapia,32,2.67,Medium Protein,42.29,21.91,5.58,7.06,27,263.74,45,3.71
11,Tilapia,33,2.75,High Protein,44.38,29.09,6.46,8.34,22,313.64,40,3.31
11,Tilapia,34,2.83,Medium Protein,44.9,24.52,6.22,7.35,7,370.1,49,4.03
11,Tilapia,35,2.91,Medium Protein,44.61,25.92,4.23,7.65,18,380.42,41,3.39
11,Tilapia,36,2.99,Medium Protein,43.01,20.36,6.11,6.72,14,291.48,40,3.31
11,Tilapia,37,3.07,Medium Protein,44.48,23.94,7.09,7.08,26,212.9,41,3.39
11,Tilapia,38,3.15,High Protein,44.66,24.93,6.64,7.17,22,225.84,42,3.47
11,Tilapia,39,3.23,Low Protein,51.47,20.09,6.61,6.76,7,288.93,49,4.03
11,Tilapia,40,3.31,Low Protein,51.37,26.61,4.37,7.35,29,282.87,49,4.03
11,Tilapia,41,3.39,Medium Protein,49.69,28.39,6.07,7.33,7,220.7,46,3.79
11,Tilapia,42,3.47,Low Protein,53.82,20.25,5.05,8.34,20,344.1,40,3.47
11,Tilapia,43,3.55,Low Protein,54.36,24.93,7.07,8.3,18,343.73,47,3.87
11,Tilapia,44,3.63,Medium Protein,55.58,20.34,4.22,6.7,27,316.73,43,3.63
11,Tilapia,45,3.71,Medium Protein,49.32,28.73,6.44,6.91,11,208.51,42,3.71
11,Tilapia,46,3.79,Low Protein,55.08,21.61,4.54,6.93,25,249.93,46,3.79
11,Tilapia,47,3.87,High Protein,54.79,20.59,6.05,8.39,8,394.24,46,3.87
11,Tilapia,48,3.95,Medium Protein,56.84,28.58,4.15,7.14,10,311.93,47,3.95
11,Tilapia,49,4.03,High Protein,52.93,24.45,6.03,7.48,19,250.88,45,4.03
11,Tilapia,50,4.11,Low Protein,58.05,20.95,6.62,7.44,15,271.62,40,4.11
11,Tilapia,51,4.19,Medium Protein,56.0,26.48,5.38,6.69,16,206.37,50,4.19
11,Tilapia,52,4.27,High Protein,61.04,27.06,7.77,7.38,22,303.02,49,4.27
12,Salmon,1,0.61,Medium Protein,24.05,25.68,5.72,7.23,15,440.02,17,2.53
12,Salmon,2,0.73,Low Protein,19.41,23.32,5.22,7.57,15,325.04,31,4.21
12,Salmon,3,0.85,High Protein,20.34,24.24,7.25,8.45,5,413.42,24,3.37
12,Salmon,4,0.97,Low Protein,26.88,29.55,4.83,7.82,12,360.61,36,4.81
12,Salmon,5,1.09,Low Protein,26.4,25.34,7.2,8.35,24,401.22,25,3.49
12,Salmon,6,1.21,Medium Protein,27.67,23.97,7.45,6.63,21,485.8,34,4.57
12,Salmon,7,1.33,High Protein,30.83,27.08,5.07,6.74,25,419.02,21,3.01
12,Salmon,8,1.45,Low Protein,33.05,20.76,6.72,7.36,10,481.68,43,5.65
12,Salmon,9,1.57,Low Protein,28.09,22.9,5.78,6.77,15,410.27,40,5.29
12,Salmon,10,1.69,High Protein,32.46,22.26,6.27,7.11,9,390.83,30,4.09
12,Salmon,11,1.81,Low Protein,36.39,26.8,6.34,7.56,23,342.2,28,3.85
12,Salmon,12,1.93,Low Protein,38.03,26.04,4.8,7.97,12,358.77,47,6.13
12,Salmon,13,2.05,High Protein,33.37,27.59,7.43,8.34,14,456.67,27,3.73
12,Salmon,14,2.17,High Protein,32.74,24.27,7.94,7.36,13,451.84,28,3.85
12,Salmon,15,2.29,High Protein,35.23,21.74,6.07,7.59,11,435.09,34,4.57
12,Salmon,16,2.41,High Protein,43.55,21.83,4.51,7.97,7,307.92,47,6.13
